"cloth_name","color_code","small_type","price","image_url","big_type","cloth_code","cloth_describe"
"秋新作 カットソー Vネックカットソー ドルマンスリーブ ゆる トップス レディース (t054)","null","トップス","1799","http://item.shopping.c.yimg.jp/i/g/raspberryy_t054","レディースファッション","0020","【スタッフコメント★】 年中使えるカットソー！  やわらかい生地で肌触り◎  ドルマンスリーブでゆるシルエット☆  長め丈でおしりまですっぽり!!    【サイズ】 総丈：78cm/肩幅：77cm/袖丈：31cm/身幅；76cm ※平置き実寸の為、若干の誤差があります。    【素材】コットン    【ご注意】  ※靴は全て箱無しの簡易梱包で発送させて頂きます。  ・モニター環境により若干のカラーの誤差がでます。  ・生産過程により多少のほつれが生じることがありますが、品質上は問題ありません。"
"秋新作 カットソー チュニック トップス レディース C2150","null","トップス","1690","http://item.shopping.c.yimg.jp/i/g/kobelettuce_c2150","レディースファッション","0021","ふんわりボリューム袖でLady度UP！タック袖カットソーチュニックトップス/レディース  袖にタックが入った、 ボリューム袖がアクセント。 これからのアウターを脱ぐ季節に一枚あると便利なアイテム。  【素材・サイズ感】 伸縮性のあるカットソー素材。 お尻にかかる丈と程よくゆとりのあるシルエットで、 体型カバーできるのも嬉しい。  【スタイリング】 ゆったりボリュームのあるシルエットなので、 パンツ合わせもオススメ。 INしてスカート合わせもガーリーに着て頂けます。  ◆MODEL(左168cm:イエロー/右166cm:オフホワイト着) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…(前) 62 (後) 66 ●肩幅…37 ●胸囲…101 ●ウエスト…98 ●裾周り…97 ●袖丈…29 ●袖周り…50 ●袖口…40 【素材】 ポリエステル60% 綿35% ポリウレタン5%  ※【伸縮】あり/【淡色透け】若干あり/【濃色透け】若干あり/【裏地】なし"
"ニット サマーニット レディース 5分袖 ドルマンスリーブ トップス C2155","null","トップス","1990","http://item.shopping.c.yimg.jp/i/g/kobelettuce_c2155","レディースファッション","0022","ヘルシーな透け感が春にピッタリ！5分袖ドルマンスリーブ☆サマーニットトップス/レディース  ドルマンのゆるっとしたシルエットとバルーン袖が可愛いサマーニットトップスが登場！  【素材・サイズ感】 さらっとしたサマーニット素材は、 透け感のある編地なので春にぴったりのアイテムです。 ゆるっとしたシルエットで、 着心地も楽チン。  【スタイリング】 シンプルなデザインなので、 カジュアルでもガーリーでも合わせやすく、 デイリーアイテムにオススメです。  ◆MODEL(左168cm:コーラル/右166cm:ネイビー着) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…60 ●襟開き幅…23 ●胸囲…108 ●ウエスト…90 ●裾周り…68 ●袖丈…54 ●袖周り…FREE ●袖口…16 【素材】 レーヨン100%  ※【伸縮】あり/【淡色透け】若干あり/【濃色透け】若干あり/【裏地】なし"
"ラッフルスリーブ カットソー シフォン トップス C2209","null","トップス","1690","http://item.shopping.c.yimg.jp/i/g/kobelettuce_c2209","レディースファッション","0023","デイリーからオンタイムに◎夏らしいシアー素材！袖シフォンカットソートップス/レディース  ふわっとしたシフォンのお袖が可愛い。 長めの袖丈で気になる二の腕もさりげなくカバーしてくれます。  【素材・サイズ感】 身頃はテロンとした伸縮性抜群のカットソー素材。 お袖は透け感のあるシフォン素材で夏らしく軽やかな雰囲気に◎ 【スタイリング】 フレアスカートとのコーデでフェミニンに。 デニムとのコーデでカジュアルMIXスタイルもおすすめです。  ◆MODEL(166cm:左ネイビー着/右ブラック) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…55 ●肩幅…31 ●胸囲…80 ●ウエスト…78 ●裾周り…86 ●袖丈…21 ●袖周り…34 ●袖口…FREE 【素材】 ポリエステル62% レーヨン33% ポリウレタン5%  ※【伸縮】あり/【淡色透け】若干あり/【濃色透け】若干あり/【裏地】なし"
"肌見せ Vネック カットソー Ｔシャツ 穴あき 無地 送料無料【9月8日頃入荷発送予定】","null","トップス","980","http://item.shopping.c.yimg.jp/i/g/karei-fuku_01tp3058","レディースファッション","0024","ちょっぴりセクシー感を出してくれるデザイン. 襟元から開いた穴デザインがポイントで、ちょっぴりセクシーさアップ、 女性の魅力をタップリ表現している。 シンプルコーディネートをランクアップしてくれる！ カジュアルはもちろん、レディな着こなしも楽しめるアイテム 柔らかなコットン素材を使用、着心地もバツグン ベーシックなカラーでどんなボトムスでも合わせやすい！"
"スリット入り カットソー トップス Tシャツ 無地 半袖 rioty 夏新作 送料無料 【9月10日頃入荷発送予定】","null","トップス","1180","http://item.shopping.c.yimg.jp/i/g/rioty_01tt2811","レディースファッション","0025","シンプルな大人カジュアルStyle！美シルエットを演出♪ 美シルエットは大人っぽく上品な印象にしてくれる♪ スリット入りネックはＳｅｘｙさを演出… 肌ざわり良い棉素材を使い、普段使いだけでなく、 フィットネスやヨガ、スポーツをするときにもピッタリ！"
"秋新作 ボーダー 大人 細 Ｔシャツ カットソー シンプル ロンT C1729","null","トップス","1690","http://item.shopping.c.yimg.jp/i/g/kobelettuce_c1729","レディースファッション","0026","秋新作 ロンT Tシャツ 絶対使える定番item！選べる3タイプ♪[ノーマル/パネル/無地]コットン100%シンプルボーダーカットソートップス/ロンT  ロングシーズン楽しめる！ 何枚も欲しくなるノーマルボーダー＆パネルボーダー＆無地から選べる3パターントップス。  【素材感】 お客様からも大好評なコットン100％素材は綿特有の優しい風合い。 襟バインダー付きで首周りがよれにくく洗濯を繰り返しても型崩れが少ない！  【着心地・サイズ感】 袖周りが改良されサイズ感も幅広い方に◎さらっとしていて着心地も抜群！  【スタイリング】 厚手で透けにくく丈夫でデイリーに！ キッズ用(X295)とお揃いでリンクコーデも。  ◆MODEL(164cm:オフ×ブラック着) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…58 ●肩幅…36 ●胸囲…92 ●ウエスト…92 ●裾周り…96 ●袖丈…62 ●袖周り…46 ●袖口…22 【素材】 綿100％ （Gy） ポリエステル65% 綿35%  ※【伸縮】あり/【淡色透け】若干あり/【濃色透け】なし /【裏地】なし"
"Ｔシャツ レディース 無地 半袖　セレブ風 tシャツ vネック ちびＴ【メール便送料無料】","null","トップス","999","http://item.shopping.c.yimg.jp/i/g/classical_cltp001","レディースファッション","0027","★シンプル半袖Tシャツ★  無地のＴシャツこそおしゃれの最高峰！ 選べる2タイプのネックで自分スタイルを掴み取れ★ シンプルで幅広く活用できるTシャツです♪ 1枚でももちろん、インナーとしても はおりと合わせても可愛い！ イロチで欲しくなる逸品★  ※サイズ平置き実寸(約cm) 【S/M/L/XL/XXL】 【バスト】69/73/77/81/85 【袖丈】11.5/12/12.5/13.5/14.5 【着丈】56/58/60/62/63 【裾幅】35/37/39/41/43 【素材】綿95％、ポリウレタン5％  ※平置き・メジャー採寸ですので若干の誤差が生じる場合がございます。 ※衛生面の都合上『返品・交換』は承る事が出来かねます。 ※ご覧のモニター環境により、画像の色味と多少異なる場合がございます。   ※メール便発送商品は同梱不可です。 ※到着までに3〜7日間お時間がかかります。          【メール便送料無料】スリムＴシャツ ☆彡 S M L XL XXL 小さいサイズ 大きいサイズ"
"【ヤフーランキング１位】 Tシャツ  半そで バイカラー ドルマンスリーブ コンビ色  ストレッチ  チュニック カットソー 送料無料【9月8日頃入荷発送予定】","null","トップス","1000","http://item.shopping.c.yimg.jp/i/g/rioty_11tt0154","レディースファッション","0028","お気に入りの配色を見つけて！ バイカラー色切り替えでお尻を引き締めてくれます☆ ややドルマン袖の仕様で全体ゆったりの体型カバーに優れた一枚です◎"
"夏セール★スキッパーシャツ Vネック ブラウス シャツ レディース C2285送料無料メ便対応","null","トップス","1290","http://item.shopping.c.yimg.jp/i/g/kobelettuce_c2285","レディースファッション","0029","※【代金引換便】以外のお支払いにて1点までのご注文は【メール便】発送となります。 爽やかなStylingに必須！綿麻風素材フィッシュテールVネックスキッパーブラウス/レディース/シャツ/襟抜き   清涼感あるリネン風素材で、 ほど良い透け感がありサラっとした着心地◎ 【素材・サイズ感】 シャリッとした肌触りで肌に張り付きにくく、 爽やかに過ごせそう。 ゆったりとしたシルエットで、 バックのほうが長いフィッシュテールで気になるヒップもふんわりカバー。  【スタイリング】 トレンドのスキッパーブラウスも大人素材でこなれ感たっぷり。 ボトムのフロントをちょっとインして、 より今年らしい着こなしに。  ◆MODEL(左166cm:ネイビー/168cm:ストライプオフ着)  ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…(前) 61 (後)66 ●襟開き幅…16 ●胸囲…114 ●ウエスト…110 ●裾周り…106 ●袖丈…27 ●袖周り…FREE ●袖口…37 【素材】 ポリエステル100%  ※【伸縮】なし/【淡色透け】あり/【濃色透け】若干あり/【裏地】なし"
"タンクトップ キャミソール コットン タンク キャミ インナー カットソー レディース トップス 無地 Mサイズ Lサイズ","null","トップス","498","http://item.shopping.c.yimg.jp/i/g/e-zakkamania_32136-0901717","レディースファッション","0030","M/L/LL まとめ買い推奨！タンクトップ キャミソール レディース トップス インナー カットソー ノースリーブ 肌着 下着 シンプル 重ね着 無地 綿100％ コットン◆タンクorキャミが選べるベーシックインナー  普段着 着こなし コーディネート コーデ ギフト プレゼント ルームウエア ルームウェア 重ね着 部屋着 タンク 服 おでかけ お出かけ デート 母 ママ 大人可愛い 大人かわいい 大人カジュアル レディス スタイル ol 大学生 女子大生 トレンド ファッション レディース 女子 婦人 婦人服 20代 30代 40代 大人 流行 通販 カジュアル ナチュラル かわいい 可愛い カワイイ ガーリー 洋服 人気 フェミニン おしゃれ オシャレ シンプル デザイン お洒落ニスタ ガール ママコーデ デート コーディネート 系統 婦人服サイズ 最新 最新ファッション 最旬 旬 コーデ 安カワ 安かわ プチプラ プチプライス 2016 夏 春 春夏 SS S/S サマー スプリング"
"Vネック ニット サマーニット ニットソー トップス レディース C2352","null","トップス","1990","http://item.shopping.c.yimg.jp/i/g/kobelettuce_c2352","レディースファッション","0031","美シルエを演出できる大人のこなれアイテム！サイドタック入りＶネック☆ゆるサマーニットソートップス/レディース  後ろにボリュームを持たせたバックシルエットがこだわりのコクーントップス。 シンプルながらディテールの工夫が詰まったデザインで上品にスタイリングがまとまります○ 【素材・サイズ感】 さらりとした薄手のサマーニットソー。 ヒップ回りをカバーできる着丈でデイリーに使い勝手バツグン◎ 【スタイリング】 スキニーなど細見のボトムと好相性。 前後に長を変えているため今季トレンドのワイドパンツにタックインしてもこなれた印象に◎  ◆MODEL(166cm:ダークオレンジ着) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…(前) 50 (後) 76 ●襟開き幅…22 ●胸囲…130 ●ウエスト…112 ●裾周り…96 ●袖丈…31 ●袖周り…FREE ●袖口…26 【素材】 ポリエステル60% レーヨン35% ポリウレタン5%  ※【伸縮】あり/【淡色透け】若干あり/【濃色透け】若干あり/【裏地】なし"
"夏セール★ニット クルーネック  トップス レディース シンプル 春ニット N1063送料無料メ便対応","null","トップス","590","http://item.shopping.c.yimg.jp/i/g/kobelettuce_n1063","レディースファッション","0032","※【代金引換便】以外のお支払いにて1点までのご注文は【メール便】発送となります。 オールシーンで大活躍！シンプル上品な春ニット♪五分袖☆クルーネックハイゲージニットトップス/レディース  1枚でもレイヤードもしやすいシンプルシルエのニットトップス。 肌になめらかにフィットし、 女性らしいしなやかなラインを演出してくれます。  【素材・サイズ感】 さらっとして着心地の良いハイゲージニット素材。  【スタイリング】 定番カラーから春らしいトレンドカラーまで選べる10色展開！ デイリーはもちろん、 スーツのインナーにも使えます。  ◆MODEL(164cm:左オフ×ブラック/右クリームイエロー着) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…51 ●肩幅…34 ●胸囲…76 ●ウエスト…74 ●裾周り…60 ●袖丈…24 ●袖周り…36 ●袖口…16 【素材】 レーヨン70% ナイロン30%  ※【伸縮】あり/【淡色透け】若干あり/【濃色透け】若干あり/【裏地】なし"
"ブラウス シフォン レース ハイネック トップス レディース C2373","null","トップス","2380","http://item.shopping.c.yimg.jp/i/g/kobelettuce_c2373","レディースファッション","0033","レディを印象付ける透け感でコーデを上品に！レース袖ハイネックシフォンブラウス  袖とサイドのレースがふんわりとレディなムードを作るシフォンブラウス。  【素材・サイズ感】 レース部分は透け感のある総花柄のレースを使用。 上品な光沢感もあり、 さらりと落ち感のある女性らしいシルエット。 少し高さのあるハイネックがクラシカルで◎  【スタイリング】 フェミニンなトップスにはパンツコーデがバランス◎きちんと感もあるのでちょっとしたお出かけからオフィス着にも！ ◆MODEL(左166cm:ブラック着/右164cm:オフホワイト着) ※キャンセル/変更不可  【サイズ】 ワンサイズ(M)  【実寸(cm)約】 ●着丈…56 (裏地) 53 ●肩幅…28 (裏地) 28 ●胸囲…90 (裏地) 90 ●ウエスト…106 (裏地) 104 ●裾周り…112 (裏地) 112 ●袖丈…15 (裏地) × ●袖周り…32 (裏地) 32  ●袖口…36 (裏地) × 【素材】 (表地、 裏地) ポリエステル100% (レース) ナイロン100%  ※【伸縮】裏地あり/【淡色透け】若干あり/【濃色透け】裏地部分なし/【裏地】あり"
